"Timestamp","Vilken åldersgrupp tillhör du?","Är du prenumerant hos DN?","Hur troligt är det att du tecknar paketet?","","Hur troligt är det att du tecknar paketet?","Hur troligt är det att du tecknar paketet?","Hur troligt är det att du tecknar paketet?","Hur troligt är det att du tecknar paketet?","Hur troligt är det att du tecknar paketet?","Hur troligt är det att du tecknar paketet?","Hur troligt är det att du tecknar paketet?"
"2021/03/23 6:54:42 am CET","40-65 år","Ja (enbart digitalt)","4","","2","2","4","4","2","2","2"
"2021/03/23 6:54:42 am CET","40-65 år","Ja (enbart digitalt)","1","Har Sydsvenskan o det räcker. ","1","1","1","1","1","1","1"
"2021/03/23 6:59:01 am CET","Över 65 år","Ja (enbart digitalt)","2","Upplever att man inte läser hela tidningen.","1","1","4","1","1","1","1"
"2021/03/23 6:59:14 am CET","40-65 år","Ja (enbart digitalt)","1","Saknar tidningsformatet eDN, utskrift i PDF","1","1","5","1","1","1","2"
"2021/03/23 7:00:52 am CET","40-65 år","Nej, men har varit förut","2","Har lite ont om pengar nu.","1","1","1","1","1","1","1"
"2021/03/23 7:03:25 am CET","Över 65 år","Ja (enbart digitalt)","3","Bra erbjudande, men dyrare än det jag har nu. det jag har nu är tillräckligt","1","1","4","4","2","1","2"
"2021/03/23 7:03:56 am CET","Över 65 år","Ja (enbart digitalt)","3","Nej, det kan jag inte ","1","1","3","3","1","1","1"
"2021/03/23 7:06:40 am CET","40-65 år","Ja (enbart digitalt)","4","Prisvärt","1","1","4","4","1","1","1"
"2021/03/23 7:07:35 am CET","40-65 år","Ja (enbart digitalt)","4","","2","2","4","4","3","2","3"
"2021/03/23 7:09:50 am CET","Över 65 år","Ja (enbart digitalt)","5","","1","1","1","1","1","1","1"
"2021/03/23 7:10:31 am CET","40-65 år","Ja (enbart digitalt)","3","Betalar idag 99 för mitt paket","1","1","4","4","1","1","1"
"2021/03/23 7:13:03 am CET","40-65 år","Ja (enbart digitalt)","5","Alla artiklar, några konton och digitala korsord","3","2","5","5","3","2","4"
"2021/03/23 7:13:08 am CET","40-65 år","Ja (enbart digitalt)","5","Grundläggande abonnemang om jag vill läsa tidningen digitalt","2","2","4","5","2","2","2"
"2021/03/23 7:13:46 am CET","Över 65 år","Nej, men har varit förut","1","Fattigpensionär","1","1","1","1","1","1","1"
"2021/03/23 7:14:43 am CET","Över 65 år","Ja (enbart digitalt)","1","Vill ha hela e-tidningen","5","1","1","1","1","1","1"
"2021/03/23 7:15:04 am CET","40-65 år","Ja (enbart digitalt)","2","","1","1","4","2","1","1","1"
"2021/03/23 7:16:05 am CET","Över 65 år","Ja (enbart digitalt)","4","","1","1","4","5","3","1","2"
"2021/03/23 7:17:02 am CET","Över 65 år","Ja (enbart digitalt)","4","","2","2","2","4","5","2","5"
"2021/03/23 7:17:58 am CET","40-65 år","Ja (enbart digitalt)","5","Det täcker mitt behov","2","1","5","5","1","2","2"
"2021/03/23 7:18:34 am CET","30-39 år","Nej, men har varit förut","3","Bra balans till hyfsat pris.","1","1","2","2","1","2","2"
"2021/03/23 7:19:37 am CET","40-65 år","Ja (papperstidning)","3","Jag har nu pappers DN på helgen","3","3","4","3","3","3","1"
"2021/03/23 7:21:19 am CET","Över 65 år","Ja (enbart digitalt)","5","Bra pris för en dagstidning","1","1","5","5","1","1","1"
"2021/03/23 7:21:40 am CET","40-65 år","Ja (enbart digitalt)","3","E-dn ingår inte. Men skulle jag slippa annonser som prenumerant kanske jag kan tänka mig att inte ha tillgång till E-dn. Priset är dock annars bra för det innehåll jag får. Jag vill ha tillgång till artiklar och korsord samt minst två konton.","1","1","3","2","1","1","4"
"2021/03/23 7:26:00 am CET","Över 65 år","Nej, men har varit förut","3","Priset gränsfall för extra prenumeration men om även hustrun får konto då. Arkivet Viktigt vid släktforskning.","1","1","2","3","1","1","2"
"2021/03/23 7:28:19 am CET","40-65 år","Ja (enbart digitalt)","5","Känns likt det jag har och det känns inte som jag missar några nyheter","2","1","4","5","1","1","3"
"2021/03/23 7:29:04 am CET","30-39 år","Ja (enbart digitalt)","5","Ett bra erbjudande, mkt för pengarna ","4","3","5","5","3","3","4"
"2021/03/23 7:31:19 am CET","Över 65 år","Ja (enbart digitalt)","5","Jag vill ha tillgång till hela DN:s innehåll, hellre digitalt än på papper.","1","1","5","5","1","1","1"
"2021/03/23 7:40:03 am CET","Över 65 år","Ja (papperstidning)","4","Bra ibformation","4","4","4","2","5","4","2"
"2021/03/23 7:40:28 am CET","40-65 år","Ja (enbart digitalt)","5","Tycker DN håller mycket hög standard i sitt nyhetsrapporterande.","1","1","5","5","4","1","1"
"2021/03/23 7:40:38 am CET","40-65 år","Ja (papperstidning)","4","Jag förstår att det är ett rimligt pris. Bra att partnern också får ett konto.","1","1","3","5","1","1","2"
"2021/03/23 7:40:54 am CET","Över 65 år","Ja (enbart digitalt)","1","Det jag får nu räcker.","1","1","3","3","1","1","1"
"2021/03/23 7:41:17 am CET","40-65 år","Nej och har aldrig varit","3","extra konton till familjen","1","2","1","2","1","2","3"
"2021/03/23 7:41:38 am CET","40-65 år","Ja (enbart digitalt)","5","Hade räckt med enbart artiklarna för mig","1","1","5","5","1","1","1"
"2021/03/23 7:41:44 am CET","Över 65 år","Ja (enbart digitalt)","3","","1","1","3","3","1","1","1"
"2021/03/23 7:45:46 am CET","40-65 år","Ja (enbart digitalt)","3","Vill inte ha korsord eller erbjudanden. Står inget om att antalet tunga nyhersanalyserna ska öka.","1","1","2","2","1","1","1"
"2021/03/23 7:49:42 am CET","Under 30 år","Ja (enbart digitalt)","3","","1","1","3","5","1","1","1"
"2021/03/23 7:50:04 am CET","40-65 år","Ja (enbart digitalt)","4","Är bara ute efter digital prenumeration.","1","1","5","5","2","1","1"
"2021/03/23 7:50:14 am CET","Över 65 år","Ja (papperstidning)","5","Jag vill helt enkelt ha tillgång till en rikstäckande dagstidning","1","1","5","5","1","1","1"
"2021/03/23 7:51:06 am CET","40-65 år","Ja (papperstidning)","3","Gillar min kombo av papper och digitalt. Det som lockar är möjligen tre konton.","1","1","1","1","1","1","1"
"2021/03/23 7:51:50 am CET","40-65 år","Ja (enbart digitalt)","5","Viktigt med dagstidning. Har lärt mig läsa tidningen digitalt och föredrar det framför papperstidningen. Priset är också avgörande.","1","1","5","5","1","1","1"
"2021/03/23 7:52:33 am CET","40-65 år","Ja (enbart digitalt)","5","tillgång till det som är viktigt för mig. Access till alla artiklar, rabatter, arkiv.","1","1","4","5","2","1","3"
"2021/03/23 7:52:38 am CET","Över 65 år","Ja (papperstidning)","4","Allt digitalt finns med","4","3","5","5","3","3","3"
"2021/03/23 7:54:18 am CET","40-65 år","Ja (enbart digitalt)","3","Jag läser nyheterna, sällan annat","2","1","5","2","5","2","1"
"2021/03/23 7:55:13 am CET","Över 65 år","Nej, men har varit förut","2","För en pensionär är det nödvändigt att skära bort det mesta som kostar något","1","1","4","4","1","1","1"
"2021/03/23 7:56:53 am CET","Över 65 år","Ja (papperstidning)","4","","1","1","4","3","3","2","2"
"2021/03/23 7:58:39 am CET","40-65 år","Ja (enbart digitalt)","4","","1","2","3","3","4","3","3"
"2021/03/23 8:00:35 am CET","Över 65 år","Ja (papperstidning)","1","Jag vill ha papperstidningen i första hand","1","1","1","1","1","1","1"
"2021/03/23 8:00:58 am CET","40-65 år","Ja (enbart digitalt)","5","Enkelt och praktiskt","1","1","1","5","1","1","1"
"2021/03/23 8:02:43 am CET","Över 65 år","Ja (enbart digitalt)","5","Prisvärt","1","1","5","5","2","1","1"
"2021/03/23 8:03:49 am CET","Över 65 år","Ja (enbart digitalt)","4","Jag tyckte att det liknar det jag redan har och då är jag benägen att fortsätta.","3","3","3","4","3","3","3"
"2021/03/23 8:04:15 am CET","40-65 år","Ja (papperstidning)","2","mycket pengar","1","1","4","2","1","1","1"
"2021/03/23 8:05:54 am CET","Över 65 år","Ja (papperstidning)","1","Så länge papperstidningen finns är det huvudalternativet","2","2","2","2","2","2","2"
"2021/03/23 8:06:01 am CET","40-65 år","Ja (enbart digitalt)","5","Innehåll och layout","1","2","5","5","2","2","3"
"2021/03/23 8:06:18 am CET","40-65 år","Ja (papperstidning)","2","Digitalt + pepper","1","1","1","1","1","1","1"
"2021/03/23 8:08:25 am CET","Över 65 år","Ja (papperstidning)","3","Vi är 2 i familjen och vi har digital prenumeration men papperstidning 3 dagar i veckan. Det fungerar bäst för oss","3","3","3","3","3","3","3"
"2021/03/23 8:08:56 am CET","30-39 år","Ja (enbart digitalt)","3","Jag vill kunna läsa tidningen digitalt som PDF-fil","1","1","5","3","1","1","1"
"2021/03/23 8:09:10 am CET","40-65 år","Ja (enbart digitalt)","3","","1","1","3","3","1","1","1"
"2021/03/23 8:09:31 am CET","40-65 år","Nej, men har varit förut","1","Vill bara ha papperstidning på helger och artiklar online i veckan. Jag är den enda i familjen som skulle utnyttja detta erbjudande. 3 extra konton onödigt och jag löser ej korsord","1","1","1","1","1","1","1"
"2021/03/23 8:10:24 am CET","40-65 år","Ja (enbart digitalt)","4","Prisvärda nyheter i jämförelse med papperstidningen","3","2","4","4","4","2","3"
"2021/03/23 8:10:28 am CET","40-65 år","Ja (papperstidning)","3","Jag vill ha tillgång till allt digitalt material och kunna vara inloggad på mobilen, jobbmobilen och datorn. Fler konton borde ingå för att jag skulle vara helt nöjd, jag vill kunna vara inloggad även på jobbdatorn, läsplattan och tycker att inloggen ska räcka till make och barn också.","1","4","1","1","1","3","3"
"2021/03/23 8:10:31 am CET","40-65 år","Ja (enbart digitalt)","5","Det är den prenumeration jag har och är nöjd med.","1","1","3","5","1","1","1"
"2021/03/23 8:11:35 am CET","40-65 år","Ja (enbart digitalt)","3","Nyheter, även om det är god journalistik är lättillgängliga på nätet, vare sig jag prenumererar på DN.se eller inte. Eftesom annonsintäkterna lär vara det som bär upp en tidnings ekonomi, skulle det vara mer angeläget att ha många läsare och nå ut till många potentiella kunder än att ta betalt för en tjänst som alltid går att ta del av någon annanstans.","1","1","3","2","1","1","1"
"2021/03/23 8:12:36 am CET","40-65 år","Ja (papperstidning)","2","vill ha papperstidningens upplägg och inte bara artiklar","1","1","5","1","1","1","1"
"2021/03/23 8:14:09 am CET","Under 30 år","Ja (enbart digitalt)","3","","1","1","4","4","1","1","1"
"2021/03/23 8:15:09 am CET","40-65 år","Ja (enbart digitalt)","2","","1","1","3","3","1","1","1"
"2021/03/23 8:15:45 am CET","40-65 år","Ja (enbart digitalt)","1","Generellt för era paket kan jag säga att jag värderar avsaknad av annonser, möjlighet till fler konton (eller i alla fall möjlighet att vara inloggad på flera enheter) förutom det mest grundläggande förstås, att kunna läsa era artiklar. Jag är en lång och trogen DN-prenumerant som faktiskt nu allvarligt funderar på att säga upp min prenumeration. Framför allt beror det på att det blivit i princip omöjligt att läsa artiklar digitalt med någon slags flyt pga hur ni tapetserar in annonser mitt i texterna. Det rycker verkligen sönder läsupplevelsen. Dessutom har den språkliga kvaliteten försämrats.","1","1","3","4","1","1","3"
"2021/03/23 8:15:53 am CET","30-39 år","Ja (enbart digitalt)","3","Lite för dyrt","1","1","3","3","1","1","2"
"2021/03/23 8:18:22 am CET","40-65 år","Ja (papperstidning)","4","Jag föredrar känslan av en papperstidning i handen och om valet var enbart digitalt är det priset som möjligen skulle kunna få mig att köpa dett.","2","3","4","4","2","2","3"
"2021/03/23 8:19:41 am CET","40-65 år","Ja (enbart digitalt)","4","","1","1","4","4","1","1","1"
"2021/03/23 8:20:20 am CET","40-65 år","Ja (enbart digitalt)","4","Prisvärt, DN är bra","2","2","5","5","3","2","3"
"2021/03/23 8:21:52 am CET","40-65 år","Ja (enbart digitalt)","1","Jag är besviken. Appen är ostrukturerad, sba att överblicka. Gamla och nya nyheter om vart annat. Funderar på att avsluta mitt konto. ","1","1","5","1","1","1","1"
"2021/03/23 8:23:28 am CET","30-39 år","Ja (enbart digitalt)","2","","1","1","3","3","2","1","2"
"2021/03/23 8:23:46 am CET","40-65 år","Ja (enbart digitalt)","4","Jag önskar papperstidning på helgen och ser det som ett fint tilläggserbjudande","1","1","3","4","1","1","1"
"2021/03/23 8:24:08 am CET","40-65 år","Ja (enbart digitalt)","2","Klarar mig bra med det jag har","1","1","5","5","1","1","1"
"2021/03/23 8:25:33 am CET","40-65 år","Ja (enbart digitalt)","3","Er online lösning har aldrig fungerat bra. Senaste problemen handlar om att webbläsare cache på iOS, iPad behöver rensas regelbundet för att man skall kunna ladda sidor. ","2","2","3","2","2","2","2"
"2021/03/23 8:27:18 am CET","40-65 år","Ja (papperstidning)","3","","2","2","2","2","2","2","2"
"2021/03/23 8:28:04 am CET","30-39 år","Ja (enbart digitalt)","3","Bara intresserad av nyheter och text","1","1","4","3","1","1","1"
"2021/03/23 8:29:29 am CET","40-65 år","Ja (enbart digitalt)","1","För dyrt och för mycket innehåll","1","1","1","1","1","1","1"
"2021/03/23 8:29:57 am CET","40-65 år","Ja (enbart digitalt)","2","vill bara läsa nyheter","1","1","3","5","2","1","1"
"2021/03/23 8:30:46 am CET","40-65 år","Ja (enbart digitalt)","5","Prisvärt komplement till annan papperstidning","1","1","4","4","1","1","1"
"2021/03/23 8:33:32 am CET","40-65 år","Nej, men har varit förut","1","dyrt","1","1","1","1","1","1","1"
"2021/03/23 8:34:06 am CET","40-65 år","Ja (papperstidning)","1","Har redan papers tidningen och kan därmed logga in.","1","1","3","1","1","1","3"
"2021/03/23 8:43:26 am CET","Över 65 år","Nej, men har varit förut","4","","1","2","4","4","1","1","1"
"2021/03/23 8:48:10 am CET","40-65 år","Ja (papperstidning)","5","Bra pris. Har allt jag skulle vilja ha av en digital prenumeration.","2","1","2","4","1","1","4"
"2021/03/23 8:50:19 am CET","40-65 år","Ja (enbart digitalt)","4","Det är väl ett OK paket. Dock kanske aningen dyrt. 99 kr/mån hade varit lämpligare.","1","1","3","4","2","2","2"
"2021/03/23 8:51:48 am CET","Över 65 år","Ja (enbart digitalt)","4","Känns nog ganska prisvärt, men jag hade kollat upp upp andra alternativ först.","2","1","4","4","1","1","2"
"2021/03/23 8:52:17 am CET","Över 65 år","Ja (enbart digitalt)","5","fungerar bra för mig","5","4","5","5","5","4","4"
"2021/03/23 8:52:21 am CET","Över 65 år","Ja (enbart digitalt)","4","","1","1","4","4","2","1","2"
"2021/03/23 8:52:50 am CET","40-65 år","Ja (enbart digitalt)","4","Bra pris för innehållet","3","2","3","3","2","2","4"
"2021/03/23 8:54:56 am CET","Över 65 år","Ja (enbart digitalt)","2","vet väl inte om det är värt innehållet","1","1","1","1","1","1","1"
"2021/03/23 8:56:30 am CET","Över 65 år","Ja (enbart digitalt)","5","Hög klass på DN:s journalistik","1","1","5","5","1","1","1"
"2021/03/23 8:59:16 am CET","40-65 år","Nej och har aldrig varit","1","För dyrt ","1","1","1","1","1","1","1"
"2021/03/23 8:59:23 am CET","40-65 år","Ja (enbart digitalt)","5","jag får tillgång till det jag vill. bra att ha tillgång till arkivet. ","1","1","1","5","2","1","1"
"2021/03/23 8:59:36 am CET","30-39 år","Ja (enbart digitalt)","5","Det känns prisvärt och ger tillgång till det jag vill läsa.","2","2","2","2","2","2","2"
"2021/03/23 8:59:50 am CET","40-65 år","Ja (enbart digitalt)","3","Jag vill ha artiklar. Bra att man kan ha tre konton kopplade.","1","1","2","2","2","1","3"
"2021/03/23 9:02:46 am CET","40-65 år","Nej, men har varit förut","2","Besviken på den redaktionella utvecklingen. ","1","1","2","3","1","1","1"
"2021/03/23 9:04:04 am CET","Över 65 år","Ja (enbart digitalt)","5","Gillar att läsa om olika saker och inte bara snabba nyhetsklipp","4","1","1","1","1","1","5"
"2021/03/23 9:04:27 am CET","30-39 år","Ja (enbart digitalt)","5","","1","1","5","5","1","1","1"
"2021/03/23 9:07:23 am CET","40-65 år","Nej, men har varit förut","1","Eftersom allt alltid är blockat så vet jag inte om det är intressant att prenumerera - till skillnad mot Aftonbladet som har alla nyheter sammanfattande öppet. Prenumererade i mer än 20 år på papperstidning men läser inga papperstidningar längre. Skulle vilja ha samma typ av nyhetsflash som tex på Aftonbladet o Expressen då skulle jag kunna överväga om fördjupningen är värd prenumeration.","1","1","1","1","1","1","1"
"2021/03/23 9:08:27 am CET","30-39 år","Ja (enbart digitalt)","2","Vill ha e-DN, förstod inte om det ingick. ","1","1","5","1","2","1","1"
"2021/03/23 9:10:58 am CET","Över 65 år","Ja (papperstidning)","3","Har papperstidningen och är rädd för uppsjö av reklam.","1","1","2","3","2","1","1"
"2021/03/23 9:11:30 am CET","Över 65 år","Ja (enbart digitalt)","5","Priset är helt ok","1","1","5","5","2","1","1"
"2021/03/23 9:11:30 am CET","40-65 år","Ja (enbart digitalt)","3","hinner i normala fall inte läsa papperstidningen","1","1","3","3","1","1","1"
"2021/03/23 9:12:28 am CET","40-65 år","Ja (enbart digitalt)","4","","1","1","5","5","2","1","2"
"2021/03/23 9:14:20 am CET","40-65 år","Ja (papperstidning)","2","Vill ha papperstidning","1","1","2","2","1","1","1"
"2021/03/23 9:14:34 am CET","40-65 år","Ja (papperstidning)","1","Föredrar papperstidningen.","1","1","1","1","1","1","1"
"2021/03/23 9:17:57 am CET","40-65 år","Ja (enbart digitalt)","3","","1","1","3","3","2","1","1"
"2021/03/23 9:19:30 am CET","Under 30 år","Ja (enbart digitalt)","3","Det är lite dyrt. Hade hellre att det kostade typ ca 80kr","2","2","2","2","2","2","2"
"2021/03/23 9:20:08 am CET","40-65 år","Ja (enbart digitalt)","5","En bra och seriös tidning som är mitt enda alternativ","1","1","3","5","1","1","3"
"2021/03/23 9:20:17 am CET","40-65 år","Ja (enbart digitalt)","4","","2","1","5","4","4","1","1"
"2021/03/23 9:21:24 am CET","Över 65 år","Ja (enbart digitalt)","5","Vad jag behöver","1","1","5","5","1","1","1"
"2021/03/23 9:21:45 am CET","Över 65 år","Ja (enbart digitalt)","5","Bra innehåll, rimligt pris för en pensionär. Bra att korsord ingår. Tre extra konton behövs inte.","1","1","3","3","1","1","1"
"2021/03/23 9:21:46 am CET","30-39 år","Ja (enbart digitalt)","5","jag vill läsa dn digitalt, helst i tidingsform för att hänga med i diskussioner tec. ","1","1","5","3","2","1","2"
"2021/03/23 9:23:52 am CET","40-65 år","Ja (papperstidning)","4","man får alla nyhetsartiklar och även arkivet för den summan","1","1","4","4","2","2","2"
"2021/03/23 9:24:32 am CET","40-65 år","Ja (enbart digitalt)","1","Jag bor på Sicilien ","1","1","3","3","1","1","1"
"2021/03/23 9:25:00 am CET","40-65 år","Ja (papperstidning)","1","Jag vill ha e-dn","5","1","3","1","3","1","2"
"2021/03/23 9:28:23 am CET","Över 65 år","Ja (enbart digitalt)","5","Är nöjd med den prenumerationen","1","1","1","3","1","1","2"
"2021/03/23 9:29:20 am CET","Över 65 år","Ja (enbart digitalt)","3","","3","3","4","3","3","3","3"
"2021/03/23 9:29:24 am CET","40-65 år","Ja (enbart digitalt)","5","Den täcker familjens behov till ett lågt pris","1","1","5","5","2","1","2"
"2021/03/23 9:30:04 am CET","30-39 år","Ja (enbart digitalt)","2","Nu kanske frågan ställs till alla som går in på DN.se, men jag har redan Digital Bas, därför är det ju inte aktuellt för mig att skaffa det","1","1","5","1","1","1","1"
"2021/03/23 9:31:26 am CET","Över 65 år","Ja (enbart digitalt)","3","Innehåller flera delar ja inte är intresserad av typ digitala korsord, rabatter","1","1","5","4","1","1","1"
"2021/03/23 9:34:47 am CET","40-65 år","Ja (enbart digitalt)","4","Rimligt pris, bra innehåll","1","1","3","4","1","1","3"
"2021/03/23 9:35:11 am CET","Över 65 år","Ja (enbart digitalt)","3","Jag vill ha pdf-tidningen","2","1","4","3","4","2","2"
"2021/03/23 9:36:51 am CET","40-65 år","Ja (papperstidning)","2","JAg hade tecknat detta men min sambo vill ha papperstidningen så vi kommer med största sannolikhet att behålla den.","1","1","2","3","1","1","1"
"2021/03/23 9:38:47 am CET","40-65 år","Ja (enbart digitalt)","4","Nyheter och artiklar","3","3","4","3","3","3","3"
"2021/03/23 9:39:51 am CET","40-65 år","Ja (papperstidning)","2","Jag har redan dn digitalt I mitt abonnemang ","2","2","2","3","2","2","2"
"2021/03/23 9:42:09 am CET","Över 65 år","Ja (enbart digitalt)","5","Ger mig tillräcklig tillgång till nyheter ","1","1","1","5","3","1","1"
"2021/03/23 9:44:10 am CET","Över 65 år","Ja (papperstidning)","2","Vill hs papper","1","1","1","1","1","1","1"
"2021/03/23 9:44:51 am CET","Över 65 år","Ja (enbart digitalt)","3","Saknade attiklar","1","2","2","3","4","2","5"
"2021/03/23 9:47:34 am CET","Över 65 år","Ja (enbart digitalt)","4","","2","2","4","4","4","4","3"
"2021/03/23 9:48:05 am CET","Över 65 år","Ja (enbart digitalt)","3","Saknar papperstidn mkt. Digitalversion svår att läsapå det inträngandesätt jag eftersträvar","3","3","3","3","3","3","3"
"2021/03/23 9:48:06 am CET","Över 65 år","Nej, men har varit förut","2","","1","1","2","2","1","1","1"
"2021/03/23 9:48:17 am CET","40-65 år","Ja (enbart digitalt)","5","","1","1","3","3","1","1","1"
"2021/03/23 9:48:35 am CET","40-65 år","Ja (papperstidning)","1","inte intresserad avb en helt digital tidning","1","1","1","1","1","1","1"
"2021/03/23 9:49:52 am CET","40-65 år","Ja (enbart digitalt)","3","För dyrt. Jag har också lokaltidning.","1","1","3","2","2","1","1"
"2021/03/23 9:50:12 am CET","Över 65 år","Ja (enbart digitalt)","5","Verkar täcka mina behov av intressant läsning ","1","1","5","5","1","1","1"
"2021/03/23 9:52:18 am CET","40-65 år","Nej och har aldrig varit","1","Jag läser nyheter som är gratis. ","1","1","1","1","1","1","1"
"2021/03/23 9:54:36 am CET","40-65 år","Ja (papperstidning)","4","Har både papperstidningen och digitalt idag och läser främst digitalt","1","1","4","3","1","1","2"
"2021/03/23 9:54:58 am CET","Över 65 år","Ja (papperstidning)","1","Jag vill ha papperstidningen","1","1","1","1","1","1","1"
"2021/03/23 9:58:58 am CET","Över 65 år","Ja (enbart digitalt)","5","","1","1","3","3","1","1","1"
"2021/03/23 10:01:05 am CET","40-65 år","Ja (enbart digitalt)","3","120:- är en del när man har x antal andra prenumerationstjänster. Dessutom är det mycket som ingår här som inte alls intresserar mig. Jag är ENBART intresserad av halva första punkten, dvs komma åt låsta artiklar på nätet (app förstår jag inte vitsen med). Skulle ni däremot göra sidan reklamfri för prenumeranter, då skulle jag kunna tänka mig detta.","1","1","4","4","1","1","1"
"2021/03/23 10:01:56 am CET","Över 65 år","Ja (enbart digitalt)","4","artijkar arkiv","2","1","4","2","3","3","3"
"2021/03/23 10:02:13 am CET","Över 65 år","Ja (papperstidning)","4","Känns som att det mesta man vill ha ingår - även om jag verkligen uppskattar papperstidning fredag-söndag","2","2","3","4","2","2","3"
"2021/03/23 10:02:20 am CET","40-65 år","Ja (enbart digitalt)","2","jag har redan en prenumeration","2","2","2","2","2","2","2"
"2021/03/23 10:04:44 am CET","Över 65 år","Ja (enbart digitalt)","5"," ","1","1","1","1","1","1","1"
"2021/03/23 10:05:43 am CET","Över 65 år","Nej och har aldrig varit","1","Läser alla nyheter på min iPad. DN hänger sig ofta och historiken måste rensas i Safari. Det händer bara när man läser DN.","1","1","1","1","1","1","1"
"2021/03/23 10:07:16 am CET","40-65 år","Ja (papperstidning)","4","Gillar papperstidning på helgerna men den digitala funkar","1","1","1","3","1","1","3"
"2021/03/23 10:09:07 am CET","40-65 år","Ja (enbart digitalt)","2","Saknar EDN","3","3","2","2","3","3","3"
"2021/03/23 10:10:12 am CET","Över 65 år","Ja (papperstidning)","3","Gillar pappersformatet bäst!","2","1","1","2","1","1","2"
"2021/03/23 10:11:26 am CET","40-65 år","Ja (enbart digitalt)","5","Prisvärt","1","1","1","5","1","1","1"
"2021/03/23 10:13:48 am CET","40-65 år","Ja (enbart digitalt)","2","Vill ha tillgång t dn.se, appen och eDN (kunna skriva ut korsord). Behöver inga rabatter eller annat, o är ensamstående så vill inte betala för extra konton! Om det går skriva ut korsord via denna = 3a i betyg.","1","1","5","2","1","1","1"
"2021/03/23 10:13:55 am CET","40-65 år","Ja (papperstidning)","2","Saknar fysisk tidning","1","1","2","2","1","1","1"
"2021/03/23 10:16:28 am CET","Över 65 år","Ja (papperstidning)","1","Vill ha ett papper att läsa i till frukost, det är ett måste","1","1","1","1","1","1","1"
"2021/03/23 10:19:18 am CET","Över 65 år","Ja (enbart digitalt)","3","Intresset försvann när ni förstörde korsordet","1","1","1","1","1","1","2"
"2021/03/23 10:20:44 am CET","Över 65 år","Ja (enbart digitalt)","3","Av ekonomiska skäl - fattigpensionär","1","1","3","3","1","1","1"
"2021/03/23 10:21:20 am CET","40-65 år","Ja (enbart digitalt)","4","verkar ok - men vet ju inte vad det finns för alternativa paket","1","1","4","4","1","1","1"
"2021/03/23 10:22:29 am CET","30-39 år","Ja (enbart digitalt)","4","Jag har redan baspaket, men jag tycker att det är en bra deal.","3","3","3","5","4","3","3"
"2021/03/23 10:23:07 am CET","40-65 år","Ja (enbart digitalt)","5","Kunna läsa de artiklar på nätet jag vill","1","1","4","5","4","1","4"
"2021/03/23 10:23:15 am CET","Över 65 år","Ja (enbart digitalt)","2","Jag har Sydsvenska inom samma koncern. Släkthistoria, National geographic, Land, Sveriges Natur och ETC. Tidigare hade jag också Sientific American, Prospect Magazin och Forein Affairs","1","1","1","1","1","1","1"
"2021/03/23 10:23:27 am CET","40-65 år","Ja (enbart digitalt)","4","tre extra konton","1","1","1","4","1","1","1"
"2021/03/23 10:23:41 am CET","40-65 år","Ja (papperstidning)","4","Verkar rimligt.","1","1","3","4","2","1","4"
"2021/03/23 10:27:57 am CET","Över 65 år","Ja (enbart digitalt)","3","Jag är tveksam om paketet Digital Bas är bättre än jag har nu","1","1","1","1","1","1","1"
"2021/03/23 10:28:56 am CET","40-65 år","Ja (enbart digitalt)","3","Det som stör läsningen något oerhört är att jag trots att jag betalar får mängder med blinkande -studsande reklam! Jag kan köpa reklam. Men att jag som betalande ska behöva ha störande blinkande reklam gör mig frustrerad. Jag skulle lätt betala 50 kr mer för att slippa blinkade reklam som hoovrat in vad jag sökt på Google senaste månaden. Det är något som gör att jag fundar på att säga upp prenummerationen helt. ","1","1","5","3","3","1","3"
"2021/03/23 10:31:38 am CET","Över 65 år","Ja (enbart digitalt)","1","Förslaget för dyrt .För mig är DN digitalt är ett komplement till  papperstidning GP . Önskar inte korsord, rabatter och extra konton ","1","1","3","3","1","1","1"
"2021/03/23 10:34:58 am CET","Över 65 år","Ja (papperstidning)","4",",","4","1","4","4","2","4","3"
"2021/03/23 10:40:07 am CET","Över 65 år","Ja (papperstidning)","1","Vet ej","1","1","1","1","1","1","1"
"2021/03/23 10:40:24 am CET","40-65 år","Ja (enbart digitalt)","5","Ett pris jag kan hantera och ett pris som representerar värdet. ","2","2","5","5","3","2","2"
"2021/03/23 10:40:41 am CET","Över 65 år","Ja (papperstidning)","2","Vill ha papperstidning","2","1","3","3","2","2","1"
"2021/03/23 10:42:16 am CET","Över 65 år","Ja (papperstidning)","4","Yes box alright!","3","3","4","4","4","3","3"
"2021/03/23 10:44:42 am CET","Över 65 år","Ja (enbart digitalt)","3","Ingen tidning","3","2","5","4","4","2","2"
"2021/03/23 10:51:37 am CET","Över 65 år","Ja (enbart digitalt)","5","Bra pris för en pensionär. Behöver inte gå och slänga tidningen i någon container för pappersinsamling.","1","1","1","1","1","1","1"
"2021/03/23 10:54:37 am CET","40-65 år","Ja (enbart digitalt)","1","För mycket pengar","1","1","1","1","1","1","1"
"2021/03/23 10:59:17 am CET","40-65 år","Ja (enbart digitalt)","3","Det är inte jättebilligt men rimligt.","2","1","4","3","3","2","2"
"2021/03/23 11:01:09 am CET","40-65 år","Ja (papperstidning)","3","Tycker om pappers tidningen ","3","3","3","3","3","3","3"
